15,04,2019;12:45:25;1829;60,2771;62,9218
15,04,2019;12:45:55;1857;61,2339;61,8903
15,04,2019;12:46:25;1889;61,2064;61,0144
15,04,2019;12:46:55;1917;60,1581;59,9859
15,04,2019;12:47:25;1949;60,2314;59,5617
15,04,2019;12:47:55;1977;61,2248;60,1415
15,04,2019;12:48:25;2009;61,2293;61,6095
15,04,2019;12:48:55;2037;60,149;61,6034
15,04,2019;12:49:25;2069;60,1719;61,756
15,04,2019;12:49:55;2097;61,1927;63,0683
15,04,2019;12:50:25;2129;60,7715;64,3959
15,04,2019;12:50:55;2157;61,7008;63,9687
15,04,2019;12:51:25;2189;60,9913;62,7845
15,04,2019;12:51:55;2217;61,3987;61,6095
15,04,2019;12:52:25;2249;61,4124;61,0235
15,04,2019;12:52:55;2277;60,4419;60,288
15,04,2019;12:53:25;2309;60,2176;59,8485
15,04,2019;12:53:55;2337;61,2522;59,2778
15,04,2019;12:54:25;2369;61,005;58,6766
15,04,2019;12:54:55;2397;60,3;58,0967
15,04,2019;12:55:25;2429;61,2339;57,8037
15,04,2019;12:55:55;2457;60,886;58,6796
15,04,2019;12:56:25;2489;60,9547;59,29
15,04,2019;12:56:55;2517;60,9501;60,578
15,04,2019;12:57:25;2549;60,9272;63,8039
15,04,2019;12:57:56;2577;61,0691;65,4397
15,04,2019;12:58:25;2609;61,2705;64,2647
15,04,2019;12:58:55;2637;61,4536;63,2209
15,04,2019;12:59:25;2669;61,3392;62,1955
15,04,2019;12:59:55;2697;60,9867;61,6156
15,04,2019;13:00:25;2729;60,3046;61,167
15,04,2019;13:00:56;2757;61,0142;63,813
15,04,2019;13:01:26;2790;62,3234;65,7296
15,04,2019;13:01:56;2819;61,4216;64,5516
15,04,2019;13:02:26;2848;61,4994;63,5139
15,04,2019;13:02:56;2877;61,4079;62,6411
15,04,2019;13:03:25;2910;60,2817;61,9025
15,04,2019;13:03:56;2938;60,3275;61,4691
15,04,2019;13:04:26;2967;61,3529;60,874
15,04,2019;13:04:56;3000;60,8631;60,0072
15,04,2019;13:05:27;3029;60,9272;60,5871
15,04,2019;13:05:56;3059;62,3692;63,9595
15,04,2019;13:06:26;3088;61,5269;66,6116
15,04,2019;13:06:55;3117;61,7466;65,8792
15,04,2019;13:07:27;3149;61,417;64,8507
15,04,2019;13:07:56;3179;60,3824;63,9687
15,04,2019;13:08:27;3208;61,2888;63,3796
15,04,2019;13:08:56;3238;61,1607;62,6502
15,04,2019;13:09:26;3267;61,4536;61,7682
15,04,2019;13:09:56;3297;61,6596;61,0327
15,04,2019;13:10:28;3329;61,3804;60,3033
15,04,2019;13:10:56;3359;60,3504;60,5932
15,04,2019;13:11:26;3388;61,3575;64,103
15,04,2019;13:11:55;3417;62,0167;67,0603
15,04,2019;13:13:16;52;61,3392;66,9138
15,04,2019;13:13:46;52;61,3392;66,9138
15,04,2019;13:14:16;52;61,3392;66,9138
15,04,2019;13:14:46;52;61,3392;66,9138
15,04,2019;13:15:16;52;61,3392;66,9138
15,04,2019;13:15:46;52;61,3392;66,9138
15,04,2019;13:16:16;52;61,3392;66,9138
15,04,2019;13:16:46;52;61,3392;66,9138
15,04,2019;13:17:16;52;61,3392;66,9138
15,04,2019;13:17:46;52;61,3392;66,9138
15,04,2019;13:18:16;52;61,3392;66,9138
15,04,2019;13:18:46;52;61,3392;66,9138
15,04,2019;13:19:16;52;61,3392;66,9138
15,04,2019;13:19:46;52;61,3392;66,9138
15,04,2019;13:20:16;52;61,3392;66,9138
15,04,2019;13:20:46;52;61,3392;66,9138
15,04,2019;13:21:16;52;61,3392;66,9138
15,04,2019;13:21:46;52;61,3392;66,9138
15,04,2019;13:22:16;52;61,3392;66,9138
15,04,2019;13:22:46;52;61,3392;66,9138
15,04,2019;13:23:16;52;61,3392;66,9138
15,04,2019;13:23:46;52;61,3392;66,9138
15,04,2019;13:24:16;52;61,3392;66,9138
15,04,2019;13:24:46;52;61,3392;66,9138
15.04.2019;13:26:46;52;61.3392;66.9138
15.04.2019;13:27:16;52;61.3392;66.9138
15.04.2019;13:27:46;52;61.3392;66.9138
15.04.2019;13:28:16;52;61.3392;66.9138
15.04.2019;13:28:46;52;61.3392;66.9138
15.04.2019;13:29:16;52;61.3392;66.9138
15.04.2019;13:29:46;52;61.3392;66.9138
15.04.2019;13:30:16;52;61.3392;66.9138
15.04.2019;13:30:46;52;61.3392;66.9138
15.04.2019;13:31:16;52;61.3392;66.9138
15.04.2019;13:31:46;52;61.3392;66.9138
15.04.2019;13:32:16;52;61.3392;66.9138
15.04.2019;13:32:46;52;61.3392;66.9138
15.04.2019;13:33:16;52;61.3392;66.9138
15.04.2019;13:33:46;52;61.3392;66.9138
15.04.2019;13:34:16;52;61.3392;66.9138
15.04.2019;13:34:46;52;61.3392;66.9138
15.04.2019;13:35:16;52;61.3392;66.9138
15.04.2019;13:35:46;52;61.3392;66.9138
15.04.2019;13:36:16;52;61.3392;66.9138
15.04.2019;13:36:46;52;61.3392;66.9138
15.04.2019;13:37:16;52;61.3392;66.9138
15.04.2019;13:37:46;52;61.3392;66.9138
15.04.2019;13:38:16;52;61.3392;66.9138
15.04.2019;13:38:46;52;61.3392;66.9138
15.04.2019;13:39:16;52;61.3392;66.9138
15.04.2019;13:39:46;52;61.3392;66.9138
15.04.2019;13:40:16;52;61.3392;66.9138
15.04.2019;13:40:46;52;61.3392;66.9138
15.04.2019;13:41:16;52;61.3392;66.9138
15.04.2019;13:41:46;52;61.3392;66.9138
15.04.2019;13:42:16;52;61.3392;66.9138
15.04.2019;13:42:46;52;61.3392;66.9138
15.04.2019;13:43:16;52;61.3392;66.9138
15.04.2019;13:43:46;52;61.3392;66.9138
15.04.2019;13:44:16;52;61.3392;66.9138
15.04.2019;13:44:46;52;61.3392;66.9138
15.04.2019;13:45:16;52;61.3392;66.9138
15.04.2019;13:45:46;52;61.3392;66.9138
15.04.2019;13:46:16;52;61.3392;66.9138
15.04.2019;13:46:46;52;61.3392;66.9138
15.04.2019;13:47:16;52;61.3392;66.9138
15.04.2019;13:47:46;52;61.3392;66.9138
15.04.2019;13:48:16;52;61.3392;66.9138
15.04.2019;13:48:46;52;61.3392;66.9138
15.04.2019;13:49:16;52;61.3392;66.9138
15.04.2019;13:49:46;52;61.3392;66.9138
15.04.2019;13:50:16;52;61.3392;66.9138
15.04.2019;13:50:46;52;61.3392;66.9138
15.04.2019;13:51:16;52;61.3392;66.9138
15.04.2019;13:51:46;52;61.3392;66.9138
15.04.2019;13:52:16;52;61.3392;66.9138
15.04.2019;13:52:46;52;61.3392;66.9138
15.04.2019;13:53:16;52;61.3392;66.9138
15.04.2019;13:53:46;52;61.3392;66.9138
15.04.2019;13:54:16;52;61.3392;66.9138
15.04.2019;13:54:46;52;61.3392;66.9138
15.04.2019;13:55:16;52;61.3392;66.9138
15.04.2019;13:55:46;52;61.3392;66.9138
15.04.2019;13:56:16;52;61.3392;66.9138
15.04.2019;13:56:46;52;61.3392;66.9138
15.04.2019;13:57:16;52;61.3392;66.9138
15.04.2019;13:57:46;52;61.3392;66.9138
15.04.2019;13:58:16;52;61.3392;66.9138
15.04.2019;13:58:46;52;61.3392;66.9138
15.04.2019;13:59:16;52;61.3392;66.9138
15.04.2019;13:59:46;52;61.3392;66.9138
15.04.2019;14:00:16;52;61.3392;66.9138
15.04.2019;14:00:46;52;61.3392;66.9138
15.04.2019;14:01:16;52;61.3392;66.9138
15.04.2019;14:01:46;52;61.3392;66.9138
15.04.2019;14:02:16;52;61.3392;66.9138
15.04.2019;14:02:46;52;61.3392;66.9138
15.04.2019;14:03:16;52;61.3392;66.9138
15.04.2019;14:03:46;52;61.3392;66.9138
15.04.2019;14:04:16;52;61.3392;66.9138
15.04.2019;14:04:46;52;61.3392;66.9138
15.04.2019;14:05:16;52;61.3392;66.9138
15.04.2019;14:05:46;52;61.3392;66.9138
15.04.2019;14:06:16;52;61.3392;66.9138
15.04.2019;14:06:46;52;61.3392;66.9138
15.04.2019;14:07:16;52;61.3392;66.9138
15.04.2019;14:07:46;52;61.3392;66.9138
15.04.2019;14:08:16;52;61.3392;66.9138
15.04.2019;14:08:46;52;61.3392;66.9138
15.04.2019;14:09:16;52;61.3392;66.9138
15.04.2019;14:09:46;52;61.3392;66.9138
15.04.2019;14:10:16;52;61.3392;66.9138
15.04.2019;14:10:46;52;61.3392;66.9138
15.04.2019;14:11:16;52;61.3392;66.9138
15.04.2019;14:11:46;52;61.3392;66.9138
15.04.2019;14:12:16;52;61.3392;66.9138
15.04.2019;14:12:46;52;61.3392;66.9138
15.04.2019;14:13:16;52;61.3392;66.9138
15.04.2019;14:13:46;52;61.3392;66.9138
15.04.2019;14:14:16;52;61.3392;66.9138
15.04.2019;14:14:46;52;61.3392;66.9138
15.04.2019;14:15:16;52;61.3392;66.9138
15.04.2019;14:15:46;52;61.3392;66.9138
15.04.2019;14:16:16;52;61.3392;66.9138
15.04.2019;14:16:46;52;61.3392;66.9138
15.04.2019;14:17:16;52;61.3392;66.9138
15.04.2019;14:19:32;52;61.3392;66.9138
15.04.2019;14:19:59;52;61.3392;66.9138
15.04.2019;14:20:29;52;61.3392;66.9138
15.04.2019;14:20:59;52;61.3392;66.9138
15.04.2019;14:21:29;52;61.3392;66.9138
15.04.2019;14:21:59;52;61.3392;66.9138
15.04.2019;14:22:29;52;61.3392;66.9138
15.04.2019;14:22:59;52;61.3392;66.9138
15.04.2019;14:23:29;52;61.3392;66.9138
15.04.2019;14:23:59;52;61.3392;66.9138
15.04.2019;14:24:29;52;61.3392;66.9138
15.04.2019;14:24:59;52;61.3392;66.9138
15.04.2019;14:25:29;52;61.3392;66.9138
15.04.2019;14:25:59;52;61.3392;66.9138
15.04.2019;14:26:29;52;61.3392;66.9138
15.04.2019;14:26:59;52;61.3392;66.9138
15.04.2019;14:27:29;52;61.3392;66.9138
15.04.2019;14:27:59;52;61.3392;66.9138
15.04.2019;14:28:29;52;61.3392;66.9138
15.04.2019;14:28:59;52;61.3392;66.9138
15.04.2019;14:29:29;52;61.3392;66.9138
